epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,14018.5,0.61376,0.28157,0.00168,0.94244,0.86965,0.92493,0.75583,0.79588,0.58108,0.00449,0.00034227,0.00034227,0.00034227
182,14088.6,0.61656,0.27944,0.00173,0.95114,0.86475,0.9251,0.75372,0.79534,0.58642,0.00448,0.000318825,0.000318825,0.000318825
183,14158.1,0.61123,0.28056,0.00172,0.9573,0.86129,0.92406,0.7558,0.79255,0.58924,0.00444,0.000296546,0.000296546,0.000296546
184,14228.1,0.61805,0.27469,0.0017,0.95577,0.8636,0.92268,0.75431,0.78896,0.58556,0.00444,0.000275441,0.000275441,0.000275441
185,14297.9,0.60015,0.26937,0.00169,0.94986,0.8577,0.92248,0.75658,0.78957,0.58779,0.00445,0.000255513,0.000255513,0.000255513
186,14368.3,0.61768,0.28496,0.00178,0.9552,0.85773,0.92256,0.75568,0.79101,0.58601,0.00447,0.000236769,0.000236769,0.000236769
187,14438.9,0.61563,0.27683,0.00167,0.95374,0.86292,0.9236,0.75508,0.79009,0.58164,0.00445,0.000219212,0.000219212,0.000219212
188,14517.1,0.60025,0.27749,0.00173,0.95846,0.85124,0.92368,0.75882,0.79065,0.57827,0.00452,0.000202847,0.000202847,0.000202847
189,14589,0.59615,0.28002,0.00166,0.95624,0.85237,0.92389,0.75699,0.79318,0.57317,0.0045,0.000187678,0.000187678,0.000187678
190,14658.5,0.60411,0.26722,0.00168,0.94617,0.86074,0.92413,0.7584,0.79338,0.569,0.0045,0.000173709,0.000173709,0.000173709
191,14731.3,0.61309,0.2854,0.00167,0.95459,0.85391,0.92454,0.7575,0.78889,0.57084,0.00449,0.000160943,0.000160943,0.000160943
192,14800.6,0.5908,0.27124,0.00157,0.9539,0.85456,0.92446,0.75494,0.79204,0.5735,0.00449,0.000149383,0.000149383,0.000149383
193,14869.7,0.61237,0.27774,0.0017,0.94745,0.85835,0.92426,0.75521,0.79374,0.57549,0.00449,0.000139032,0.000139032,0.000139032
194,14939.3,0.60173,0.27694,0.00165,0.95186,0.84973,0.92448,0.7581,0.78789,0.57843,0.00449,0.000129893,0.000129893,0.000129893
195,15009.5,0.60979,0.28533,0.00173,0.95455,0.85456,0.92499,0.75701,0.79146,0.57092,0.00452,0.000121968,0.000121968,0.000121968
196,15080.9,0.60141,0.27111,0.00162,0.94267,0.86567,0.92536,0.75647,0.79258,0.57607,0.00446,0.000115259,0.000115259,0.000115259
197,15151.7,0.61417,0.27365,0.00174,0.95452,0.85786,0.92538,0.7562,0.79453,0.57038,0.0045,0.000109768,0.000109768,0.000109768
198,15220.8,0.61324,0.28021,0.00169,0.9505,0.86419,0.92547,0.75805,0.79172,0.57137,0.0045,0.000105495,0.000105495,0.000105495
199,15290.1,0.61454,0.27556,0.00174,0.96329,0.85079,0.92562,0.75892,0.79299,0.56171,0.00448,0.000102443,0.000102443,0.000102443
200,15359.7,0.60099,0.27847,0.00164,0.95055,0.85906,0.92524,0.75791,0.78884,0.57101,0.00451,0.000100611,0.000100611,0.000100611
