epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,5721.2,0.63648,0.72812,0.002,0.77571,0.76949,0.82503,0.68851,0.65517,0.74629,0.00381,1.7335e-05,1.7335e-05,1.7335e-05
169,5755.18,0.63278,0.70224,0.002,0.7822,0.77463,0.8263,0.68901,0.66018,0.73129,0.00386,1.684e-05,1.684e-05,1.684e-05
170,5789.18,0.62463,0.69655,0.00194,0.77574,0.77423,0.82677,0.687,0.65882,0.73205,0.00385,1.6345e-05,1.6345e-05,1.6345e-05
171,5823.12,0.62525,0.7281,0.00191,0.79015,0.76216,0.82671,0.689,0.65841,0.72907,0.00385,1.585e-05,1.585e-05,1.585e-05
172,5857.13,0.66281,0.73338,0.00199,0.77867,0.77487,0.82717,0.69007,0.65561,0.73631,0.00386,1.5355e-05,1.5355e-05,1.5355e-05
173,5891.08,0.62315,0.69452,0.00208,0.78532,0.76619,0.82857,0.69212,0.65541,0.73943,0.00382,1.486e-05,1.486e-05,1.486e-05
174,5924.99,0.6261,0.68662,0.00189,0.79047,0.7698,0.8274,0.68977,0.65535,0.7382,0.00383,1.4365e-05,1.4365e-05,1.4365e-05
175,5958.95,0.62425,0.68709,0.00193,0.79496,0.76293,0.82687,0.68938,0.65652,0.73511,0.00384,1.387e-05,1.387e-05,1.387e-05
176,5992.91,0.63167,0.70856,0.002,0.79296,0.77428,0.82773,0.69081,0.65875,0.73505,0.00385,1.3375e-05,1.3375e-05,1.3375e-05
177,6026.86,0.63218,0.70445,0.00202,0.79716,0.7599,0.82655,0.68958,0.65595,0.73654,0.00387,1.288e-05,1.288e-05,1.288e-05
178,6060.82,0.63281,0.68264,0.00204,0.77988,0.76571,0.8257,0.68927,0.65689,0.73509,0.00387,1.2385e-05,1.2385e-05,1.2385e-05
179,6094.75,0.63703,0.6839,0.002,0.78172,0.76871,0.82633,0.68898,0.65282,0.73952,0.00382,1.189e-05,1.189e-05,1.189e-05
180,6128.69,0.61101,0.6978,0.00194,0.77905,0.776,0.82616,0.68996,0.65236,0.74493,0.00381,1.1395e-05,1.1395e-05,1.1395e-05
181,6162.61,0.61838,0.71005,0.0019,0.79427,0.76242,0.82553,0.68948,0.65774,0.74769,0.00383,1.09e-05,1.09e-05,1.09e-05
182,6196.58,0.64151,0.68188,0.00197,0.79872,0.76036,0.82539,0.68843,0.65837,0.7496,0.00384,1.0405e-05,1.0405e-05,1.0405e-05
183,6230.49,0.63417,0.68394,0.00198,0.80194,0.76228,0.82536,0.68954,0.65319,0.74519,0.00386,9.91e-06,9.91e-06,9.91e-06
184,6264.41,0.61776,0.69117,0.00188,0.80172,0.76332,0.82542,0.68942,0.65242,0.74303,0.00385,9.415e-06,9.415e-06,9.415e-06
185,6298.38,0.62177,0.67868,0.00191,0.79959,0.76424,0.82597,0.68793,0.65782,0.73632,0.00385,8.92e-06,8.92e-06,8.92e-06
186,6332.32,0.65853,0.69621,0.00206,0.7863,0.76616,0.82522,0.68644,0.65576,0.74239,0.00383,8.425e-06,8.425e-06,8.425e-06
187,6366.26,0.63669,0.72424,0.0019,0.79424,0.7709,0.82501,0.68685,0.65616,0.74344,0.00383,7.93e-06,7.93e-06,7.93e-06
188,6400.2,0.62739,0.67637,0.00199,0.79386,0.76893,0.82534,0.68742,0.65526,0.74146,0.00382,7.435e-06,7.435e-06,7.435e-06
189,6434.16,0.62055,0.68615,0.00193,0.79098,0.75948,0.82643,0.68916,0.65468,0.7332,0.00385,6.94e-06,6.94e-06,6.94e-06
190,6468.15,0.61805,0.66191,0.00199,0.79846,0.76605,0.82566,0.68676,0.65282,0.74031,0.00383,6.445e-06,6.445e-06,6.445e-06
191,6503.15,0.62143,0.67969,0.00191,0.79629,0.76424,0.82576,0.68673,0.65349,0.74001,0.00384,5.95e-06,5.95e-06,5.95e-06
192,6537.11,0.63213,0.69024,0.00192,0.79205,0.76392,0.82651,0.68805,0.65643,0.73191,0.00384,5.455e-06,5.455e-06,5.455e-06
193,6571.04,0.63605,0.71268,0.00198,0.80066,0.75576,0.82642,0.68583,0.65456,0.73735,0.00383,4.96e-06,4.96e-06,4.96e-06
194,6605.03,0.63956,0.70626,0.00197,0.78845,0.7646,0.82558,0.68631,0.65488,0.73412,0.00383,4.465e-06,4.465e-06,4.465e-06
195,6639.01,0.61776,0.68182,0.00192,0.79848,0.75613,0.82622,0.68682,0.65617,0.73988,0.00385,3.97e-06,3.97e-06,3.97e-06
196,6672.97,0.64062,0.71703,0.00207,0.79614,0.75233,0.82663,0.68757,0.65586,0.73971,0.00385,3.475e-06,3.475e-06,3.475e-06
197,6706.91,0.62477,0.67087,0.00199,0.79016,0.76047,0.82752,0.68882,0.65552,0.74073,0.00385,2.98e-06,2.98e-06,2.98e-06
198,6740.85,0.6177,0.69292,0.00194,0.78843,0.76446,0.82691,0.68844,0.6573,0.73511,0.00383,2.485e-06,2.485e-06,2.485e-06
199,6774.79,0.65686,0.70843,0.00196,0.78802,0.76525,0.82622,0.68719,0.65725,0.73555,0.00383,1.99e-06,1.99e-06,1.99e-06
200,6808.74,0.61584,0.69535,0.00192,0.79456,0.76356,0.82615,0.68658,0.6567,0.73898,0.00383,1.495e-06,1.495e-06,1.495e-06
