epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,6717.97,0.48318,0.26332,0.00138,0.93756,0.84804,0.92995,0.7573,0.68156,0.50633,0.00422,0.0001189,0.0001189,0.0001189
180,6751.29,0.47894,0.25286,0.00145,0.94172,0.85836,0.93121,0.75708,0.68182,0.49976,0.0042,0.00011395,0.00011395,0.00011395
181,6784.58,0.48105,0.25974,0.00139,0.93923,0.85926,0.92846,0.75306,0.68693,0.50279,0.00422,0.000109,0.000109,0.000109
182,6817.9,0.49285,0.24779,0.00143,0.92168,0.85885,0.92635,0.75152,0.68387,0.51975,0.00419,0.00010405,0.00010405,0.00010405
183,6851.17,0.48798,0.26036,0.00145,0.90916,0.86607,0.92751,0.75341,0.68024,0.51884,0.00421,9.91e-05,9.91e-05,9.91e-05
184,6884.48,0.48288,0.26244,0.00133,0.88597,0.89866,0.92898,0.75579,0.68277,0.51411,0.00422,9.415e-05,9.415e-05,9.415e-05
185,6917.76,0.47358,0.25799,0.00136,0.89144,0.89787,0.93018,0.75565,0.68092,0.5061,0.0042,8.92e-05,8.92e-05,8.92e-05
186,6951.08,0.4795,0.26275,0.00136,0.88969,0.88642,0.92781,0.75356,0.68032,0.51557,0.00421,8.425e-05,8.425e-05,8.425e-05
187,6984.38,0.48685,0.26406,0.00134,0.89759,0.88873,0.93026,0.75518,0.68217,0.51185,0.0042,7.93e-05,7.93e-05,7.93e-05
188,7017.67,0.4646,0.25278,0.00133,0.89791,0.88474,0.92974,0.75666,0.67819,0.51322,0.00419,7.435e-05,7.435e-05,7.435e-05
189,7050.97,0.47066,0.26536,0.00136,0.92443,0.8695,0.92512,0.75756,0.67751,0.51199,0.00419,6.94e-05,6.94e-05,6.94e-05
190,7084.23,0.45962,0.25892,0.00134,0.92126,0.87352,0.92915,0.75834,0.68251,0.51248,0.0042,6.445e-05,6.445e-05,6.445e-05
191,7125.82,0.46606,0.25936,0.00132,0.90821,0.87199,0.92497,0.7587,0.67719,0.51436,0.00419,5.95e-05,5.95e-05,5.95e-05
192,7173.6,0.48897,0.25226,0.00138,0.90978,0.87425,0.92468,0.75692,0.68111,0.5185,0.00419,5.455e-05,5.455e-05,5.455e-05
193,7221.4,0.46969,0.25447,0.00132,0.90229,0.87795,0.92406,0.75773,0.68365,0.50713,0.00421,4.96e-05,4.96e-05,4.96e-05
194,7269.12,0.47982,0.26678,0.00132,0.90552,0.87422,0.9241,0.75588,0.67825,0.51288,0.00417,4.465e-05,4.465e-05,4.465e-05
195,7317,0.45982,0.24099,0.00135,0.91653,0.86454,0.92378,0.75713,0.67757,0.51804,0.00417,3.97e-05,3.97e-05,3.97e-05
196,7364.83,0.47302,0.27175,0.00138,0.90009,0.88178,0.92973,0.75717,0.67641,0.52362,0.00416,3.475e-05,3.475e-05,3.475e-05
197,7412.53,0.46384,0.26277,0.00133,0.91916,0.86865,0.93062,0.7583,0.67832,0.51913,0.00416,2.98e-05,2.98e-05,2.98e-05
198,7460.34,0.47842,0.24722,0.00137,0.8988,0.88906,0.9301,0.75806,0.67657,0.52272,0.00416,2.485e-05,2.485e-05,2.485e-05
199,7508.18,0.49323,0.26554,0.00136,0.90332,0.87991,0.93029,0.75763,0.67704,0.51867,0.00416,1.99e-05,1.99e-05,1.99e-05
