epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,2432.3,0.66056,0.44512,0.00227,0.8689,0.84537,0.89989,0.72594,0.74007,0.56418,0.00499,0.000569375,0.000569375,0.000569375
57,2481.12,0.6624,0.42698,0.00229,0.90411,0.8207,0.90077,0.74022,0.72153,0.54938,0.00464,0.000557,0.000557,0.000557
58,2526.84,0.64012,0.42044,0.00226,0.88944,0.82766,0.89872,0.73873,0.71457,0.55835,0.00472,0.000544625,0.000544625,0.000544625
59,2579.35,0.63802,0.43668,0.00225,0.90722,0.83758,0.90427,0.74279,0.70951,0.55497,0.00458,0.00053225,0.00053225,0.00053225
60,2623,0.62974,0.4071,0.00211,0.87767,0.84566,0.90783,0.73457,0.71417,0.57549,0.00464,0.000519875,0.000519875,0.000519875
61,2661.62,0.65845,0.43154,0.00214,0.91066,0.83198,0.9104,0.74088,0.70148,0.55718,0.00458,0.0005075,0.0005075,0.0005075
62,2700.34,0.6348,0.42891,0.00211,0.88209,0.86354,0.91559,0.74541,0.69218,0.5411,0.00461,0.000495125,0.000495125,0.000495125
63,2739.03,0.64051,0.40895,0.00208,0.89898,0.88409,0.92118,0.74117,0.72049,0.53428,0.00468,0.00048275,0.00048275,0.00048275
64,2783.46,0.6171,0.39702,0.00203,0.90753,0.84144,0.91006,0.74219,0.69045,0.54296,0.00451,0.000470375,0.000470375,0.000470375
65,2823.48,0.61971,0.38125,0.00202,0.89047,0.86524,0.91988,0.75175,0.69658,0.52973,0.00455,0.000458,0.000458,0.000458
66,2862.57,0.62393,0.4087,0.00206,0.88159,0.87056,0.92026,0.74558,0.70718,0.52044,0.00448,0.000445625,0.000445625,0.000445625
67,2901.24,0.6231,0.39839,0.00207,0.89486,0.84957,0.92011,0.7533,0.68825,0.51228,0.00446,0.00043325,0.00043325,0.00043325
68,2939.95,0.61852,0.39459,0.00214,0.89137,0.84379,0.91338,0.74359,0.70715,0.52357,0.00457,0.000420875,0.000420875,0.000420875
69,2978.71,0.59785,0.38995,0.00198,0.93,0.8241,0.91377,0.74882,0.71276,0.52936,0.00474,0.0004085,0.0004085,0.0004085
